conn_id,tipification_group,tipification_detail,repeat_contact_flag
c02901,Billing,Incorrect Charge,0
c02902,Commercial,Plan Change Request,1
c02903,Technical Support,Connectivity Issue,0
c02904,Retention,Cancellation Request,0
c02905,Digital Channels,Payment App Issue,1
c02906,Technical Support,Connectivity Issue,0
c02907,Claims,Claim Follow-up,1
c02908,Retention,Cancellation Request,0
c02909,Digital Channels,Payment App Issue,0
c02910,Commercial,Portability Inquiry,0
c02911,Billing,Incorrect Charge,0
c02912,Claims,Claim Follow-up,1
c02913,Commercial,Portability Inquiry,0
c02914,Claims,Claim Follow-up,1
c02915,Billing,Incorrect Charge,1
c02916,Technical Support,Connectivity Issue,0
c02917,Digital Channels,Payment App Issue,0
c02918,Technical Support,Connectivity Issue,0
c02919,Commercial,Plan Change Request,0
c02920,Retention,Cancellation Request,1
c02921,Billing,Incorrect Charge,0
c02922,Digital Channels,Payment App Issue,1
c02923,Billing,Incorrect Charge,1
c02924,Commercial,Plan Change Request,0
c02925,Claims,Claim Follow-up,0
c02926,General Support,Other,0
c02927,Billing,Incorrect Charge,0
c02928,Technical Support,Connectivity Issue,1
c02929,Technical Support,Connectivity Issue,0
c02930,Commercial,Plan Change Request,0
c02931,Technical Support,Connectivity Issue,0
c02932,Technical Support,Connectivity Issue,1
c02933,Commercial,Portability Inquiry,0
c02934,Technical Support,Connectivity Issue,0
c02935,Technical Support,Connectivity Issue,0
c02936,Billing,Incorrect Charge,0
c02937,Technical Support,Connectivity Issue,0
c02938,Retention,Cancellation Request,0
c02939,Technical Support,Connectivity Issue,0
c02940,Billing,Incorrect Charge,1
c02941,Digital Channels,Payment App Issue,1
c02942,Digital Channels,Payment App Issue,0
c02943,Retention,Cancellation Request,0
c02944,Claims,Claim Follow-up,1
c02945,Digital Channels,Payment App Issue,0
c02946,Digital Channels,Payment App Issue,1
c02947,Technical Support,Connectivity Issue,0
c02948,Commercial,Portability Inquiry,1
c02949,Technical Support,Connectivity Issue,0
c02950,Retention,Cancellation Request,0
c02951,Retention,Cancellation Request,0
c02952,Commercial,Plan Change Request,0
c02953,Digital Channels,Payment App Issue,0
c02954,Retention,Cancellation Request,0
c02955,Retention,Cancellation Request,0
c02956,Claims,Claim Follow-up,0
c02957,Digital Channels,Payment App Issue,1
c02958,Digital Channels,Payment App Issue,0
c02959,Technical Support,Connectivity Issue,1
c02960,Retention,Cancellation Request,0
c02961,Claims,Claim Follow-up,0
c02962,Technical Support,Connectivity Issue,0
c02963,Retention,Cancellation Request,0
c02964,Claims,Claim Follow-up,1
c02965,General Support,Other,0
c02966,Digital Channels,Payment App Issue,1
c02967,Technical Support,Connectivity Issue,0
c02968,Billing,Incorrect Charge,0
c02969,Commercial,Portability Inquiry,0
c02970,Technical Support,Connectivity Issue,0
c02971,Digital Channels,Payment App Issue,0
c02972,General Support,Other,0
c02973,Commercial,Plan Change Request,0
c02974,Technical Support,Connectivity Issue,0
c02975,General Support,Other,0
c02976,Commercial,Plan Change Request,0
c02977,Digital Channels,Payment App Issue,1
c02978,Technical Support,Connectivity Issue,0
c02979,Commercial,Portability Inquiry,0
c02980,Technical Support,Connectivity Issue,0
c02981,Digital Channels,Payment App Issue,0
c02982,Technical Support,Connectivity Issue,0
c02983,Billing,Incorrect Charge,0
c02984,Billing,Incorrect Charge,0
c02985,Retention,Cancellation Request,1
c02986,Billing,Incorrect Charge,0
c02987,Commercial,Portability Inquiry,0
c02988,General Support,Other,0
c02989,Technical Support,Connectivity Issue,1
c02990,Billing,Incorrect Charge,0
c02991,Technical Support,Connectivity Issue,0
c02992,General Support,Other,0
c02993,General Support,Other,1
c02994,Technical Support,Connectivity Issue,0
c02995,General Support,Other,0
c02996,General Support,Other,0
c02997,Technical Support,Connectivity Issue,1
c02998,Commercial,Plan Change Request,0
c02999,Digital Channels,Payment App Issue,0
c03000,Claims,Claim Follow-up,1
